operadores	beneficio	tiempo
ChangeChange2SwapAdd	37.3	30.0805
ChangeChange2SwapAdd	64.1	30.8814
ChangeChange2SwapAdd	56.6	32.5729
ChangeChange2SwapAdd	77.1	32.3071
ChangeChange2SwapAdd	55.5	33.1673
ChangeChange2SwapAdd	44.9	34.0174
ChangeChange2SwapAdd	66.2	30.5596
ChangeChange2SwapAdd	60.599999999999994	31.1169
ChangeChange2SwapAdd	46.800000000000004	37.9341
ChangeChange2SwapAdd	66.0	30.9583
ChangeChange2SwapAdd	66.8	30.1244
ChangeChange2SwapAdd	57.0	29.6177
ChangeChange2SwapAdd	68.0	30.0773
ChangeChange2SwapAdd	54.8	30.6547
ChangeChange2SwapAdd	54.3	31.5311
ChangeChange2SwapAdd	76.1	33.147
ChangeChange2SwapAdd	52.8	29.716
ChangeChange2SwapAdd	62.3	30.1595
ChangeChange2SwapAdd	69.3	30.1927
ChangeChange2SwapAdd	53.6	30.0713
ChangeChange2SwapAdd	66.6	29.8535
ChangeChange2SwapAdd	51.0	30.4618
ChangeChange2SwapAdd	74.2	33.1367
ChangeChange2SwapAdd	38.8	31.902
ChangeChange2SwapAdd	63.7	35.4125
ChangeChange2SwapAdd	55.4	31.3696
ChangeChange2SwapAdd	48.0	31.383
ChangeChange2SwapAdd	56.8	29.7304
ChangeChange2SwapAdd	50.800000000000004	29.6514
ChangeChange2SwapAdd	52.5	29.8468
ChangeChange2SwapAdd	52.1	31.3922
ChangeChange2SwapAdd	61.599999999999994	30.999
ChangeChange2SwapAdd	64.30000000000001	33.695
ChangeChange2SwapAdd	78.5	32.652
ChangeChange2SwapAdd	54.1	33.9816
ChangeChange2SwapAdd	50.7	29.6985
ChangeChange2SwapAdd	54.4	32.1441
ChangeChange2SwapAdd	53.599999999999994	30.2723
ChangeChange2SwapAdd	59.7	32.646
ChangeChange2SwapAdd	54.1	29.6705
ChangeChange2SwapAdd	66.9	32.352
ChangeChange2SwapAdd	48.7	36.8237
ChangeChange2SwapAdd	62.0	29.8575
ChangeChange2SwapAdd	50.6	32.6987
ChangeChange2SwapAdd	59.1	32.9317
ChangeChange2SwapAdd	61.9	32.7421
ChangeChange2SwapAdd	71.0	32.3348
ChangeChange2SwapAdd	65.0	32.2988
ChangeChange2SwapAdd	39.7	32.329
ChangeChange2SwapAdd	73.1	31.4962
ChangeChange2SwapAdd	79.8	35.1205
ChangeChange2SwapAdd	56.5	31.9476
ChangeChange2SwapAdd	75.1	31.5461
ChangeChange2SwapAdd	69.6	31.7522
ChangeChange2SwapAdd	55.5	32.4812
ChangeChange2SwapAdd	47.5	36.2663
ChangeChange2SwapAdd	62.3	36.093
ChangeChange2SwapAdd	63.0	32.5495
ChangeChange2SwapAdd	58.2	36.2929
ChangeChange2SwapAdd	47.900000000000006	32.5576
ChangeChange2SwapAdd	48.3	34.562
ChangeChange2SwapAdd	57.9	36.6775
ChangeChange2SwapAdd	54.4	33.4185
ChangeChange2SwapAdd	54.4	32.0964
ChangeChange2SwapAdd	59.0	33.6829
ChangeChange2SwapAdd	49.0	32.2236
ChangeChange2SwapAdd	65.1	32.4717
ChangeChange2SwapAdd	50.0	35.6539
ChangeChange2SwapAdd	68.9	30.7061
ChangeChange2SwapAdd	63.4	31.9661
ChangeChange2SwapAdd	67.7	33.0846
ChangeChange2SwapAdd	48.2	29.9078
ChangeChange2SwapAdd	68.80000000000001	34.4366
ChangeChange2SwapAdd	49.800000000000004	30.3464
ChangeChange2SwapAdd	63.7	30.3162
ChangeChange2SwapAdd	52.8	32.3635
ChangeChange2SwapAdd	58.4	44.8948
ChangeChange2SwapAdd	60.7	35.7407
ChangeChange2SwapAdd	67.7	36.5504
ChangeChange2SwapAdd	46.5	37.9275
ChangeChange2SwapAdd	69.1	33.4771
ChangeChange2SwapAdd	35.8	32.4072
ChangeChange2SwapAdd	38.9	35.3305
ChangeChange2SwapAdd	55.6	41.014
ChangeChange2SwapAdd	75.6	37.7083
ChangeChange2SwapAdd	56.5	35.2719
ChangeChange2SwapAdd	41.2	36.6218
ChangeChange2SwapAdd	61.7	34.5637
ChangeChange2SwapAdd	59.7	33.7253
ChangeChange2SwapAdd	50.2	33.9538
ChangeChange2SwapAdd	52.7	34.5312
ChangeChange2SwapAdd	60.300000000000004	39.9815
ChangeChange2SwapAdd	39.0	35.8289
ChangeChange2SwapAdd	64.8	39.6956
ChangeChange2SwapAdd	57.1	33.7605
ChangeChange2SwapAdd	45.599999999999994	40.3384
ChangeChange2SwapAdd	47.2	32.7576
ChangeChange2SwapAdd	67.7	31.3383
ChangeChange2SwapAdd	38.5	33.6387
ChangeChange2SwapAdd	68.5	31.2998
ChangeChange2SwapAdd	56.5	31.4501
ChangeChange2SwapAdd	63.7	35.2415
ChangeChange2SwapAdd	49.599999999999994	34.9613
ChangeChange2SwapAdd	63.099999999999994	36.1069
ChangeChange2SwapAdd	76.1	32.7466
ChangeChange2SwapAdd	70.9	33.3244
ChangeChange2SwapAdd	75.0	31.5451
ChangeChange2SwapAdd	52.8	30.6848
ChangeChange2SwapAdd	76.5	30.7126
ChangeChange2SwapAdd	52.2	34.1675
ChangeChange2SwapAdd	73.7	37.3293
ChangeChange2SwapAdd	78.30000000000001	33.1077
ChangeChange2SwapAdd	81.2	31.2635
ChangeChange2SwapAdd	39.0	31.2613
ChangeChange2SwapAdd	61.6	31.3397
ChangeChange2SwapAdd	55.7	32.5636
ChangeChange2SwapAdd	83.2	30.7722
ChangeChange2SwapAdd	58.599999999999994	34.5521
ChangeChange2SwapAdd	42.4	30.8968
ChangeChange2SwapAdd	62.2	31.9387
ChangeChange2SwapAdd	73.1	30.5971
ChangeChange2SwapAdd	55.6	30.8001
ChangeChange2SwapAdd	56.199999999999996	31.5629
ChangeChange2SwapAdd	46.3	33.9263
ChangeChange2SwapAdd	58.1	37.6572
ChangeChange2SwapAdd	53.7	35.1569
ChangeChange2SwapAdd	61.400000000000006	32.3009
ChangeChange2SwapAdd	50.9	39.3418
ChangeChange2SwapAdd	71.3	39.8362
ChangeChange2SwapAdd	74.0	39.3036
ChangeChange2SwapAdd	47.0	41.158
ChangeChange2SwapAdd	40.3	36.8512
ChangeChange2SwapAdd	55.7	37.2476
ChangeChange2SwapAdd	46.60000000000001	39.4808
ChangeChange2SwapAdd	72.5	38.3928
ChangeChange2SwapAdd	52.8	35.4236
ChangeChange2SwapAdd	59.0	38.6434
ChangeChange2SwapAdd	88.3	32.2949
ChangeChange2SwapAdd	56.1	35.3127
ChangeChange2SwapAdd	98.7	35.2645
ChangeChange2SwapAdd	40.5	33.9677
ChangeChange2SwapAdd	69.30000000000001	35.7962
ChangeChange2SwapAdd	47.0	38.0907
ChangeChange2SwapAdd	31.3	37.4574
ChangeChange2SwapAdd	42.2	35.1844
ChangeChange2SwapAdd	59.0	60.9309
ChangeChange2SwapAdd	71.2	38.3497
ChangeChange2SwapAdd	35.7	34.1173
ChangeChange2SwapAdd	77.8	33.3503
ChangeChange2SwapAdd	45.2	31.746
ChangeChange2SwapAdd	75.4	37.1177
ChangeChange2SwapAdd	38.900000000000006	33.987
ChangeChange2SwapAdd	57.7	36.7476
ChangeChange2SwapAdd	59.5	41.0755
ChangeChange2SwapAdd	70.9	31.9941
ChangeChange2SwapAdd	61.7	37.8068
ChangeChange2SwapAdd	50.2	35.2301
ChangeChange2SwapAdd	49.1	33.4547
ChangeChange2SwapAdd	62.0	32.5196
ChangeChange2SwapAdd	82.6	33.7894
ChangeChange2SwapAdd	43.8	36.3565
ChangeChange2SwapAdd	43.7	33.9691
ChangeChange2SwapAdd	61.0	50.8525
ChangeChange2SwapAdd	45.599999999999994	34.8303
ChangeChange2SwapAdd	67.7	34.8938
ChangeChange2SwapAdd	40.900000000000006	36.8184
ChangeChange2SwapAdd	44.5	33.0638
ChangeChange2SwapAdd	86.7	32.3328
ChangeChange2SwapAdd	58.5	33.022
ChangeChange2SwapAdd	67.8	32.9849
ChangeChange2SwapAdd	65.5	39.8136
ChangeChange2SwapAdd	53.1	31.4398
ChangeChange2SwapAdd	54.4	31.2881
ChangeChange2SwapAdd	63.5	30.7721
ChangeChange2SwapAdd	35.9	30.6876
ChangeChange2SwapAdd	54.4	30.745
ChangeChange2SwapAdd	62.0	30.8859
ChangeChange2SwapAdd	64.1	31.8665
ChangeChange2SwapAdd	68.7	30.4801
ChangeChange2SwapAdd	47.3	35.2659
ChangeChange2SwapAdd	42.2	31.4706
ChangeChange2SwapAdd	67.5	33.0612
ChangeChange2SwapAdd	42.8	30.8627
ChangeChange2SwapAdd	65.9	32.7726
ChangeChange2SwapAdd	51.0	37.5512
ChangeChange2SwapAdd	33.6	34.2904
ChangeChange2SwapAdd	61.7	37.0989
ChangeChange2SwapAdd	47.800000000000004	32.6095
ChangeChange2SwapAdd	60.5	37.4759
ChangeChange2SwapAdd	43.8	36.7699
ChangeChange2SwapAdd	47.900000000000006	32.9904
ChangeChange2SwapAdd	61.2	30.9031
ChangeChange2SwapAdd	52.9	34.9978
ChangeChange2SwapAdd	55.7	31.7742
ChangeChange2SwapAdd	60.2	31.1408
ChangeChange2SwapAdd	53.8	32.4449
ChangeChange2SwapAdd	38.4	34.8323
ChangeChange2SwapAdd	50.9	31.3646
ChangeChange2SwapAdd	53.900000000000006	34.6699
ChangeChange2SwapAdd	64.9	30.886
ChangeChange2SwapAdd	62.7	35.2949
ChangeChange2SwapAdd	63.5	31.4772
ChangeChange2SwapAdd	58.6	30.7032
ChangeChange2SwapAdd	65.8	32.2398
ChangeChange2SwapAdd	68.0	31.1372
ChangeChange2SwapAdd	60.1	36.0583
ChangeChange2SwapAdd	57.0	34.4313
ChangeChange2SwapAdd	56.900000000000006	30.5565
ChangeChange2SwapAdd	64.9	39.9883
ChangeChange2SwapAdd	48.900000000000006	35.5645
ChangeChange2SwapAdd	56.0	34.6346
ChangeChange2SwapAdd	73.9	35.428
ChangeChange2SwapAdd	43.4	33.4379
ChangeChange2SwapAdd	46.0	36.59
ChangeChange2SwapAdd	42.400000000000006	35.1955
ChangeChange2SwapAdd	73.8	37.2589
ChangeChange2SwapAdd	54.5	34.2877
ChangeChange2SwapAdd	38.4	33.7565
ChangeChange2SwapAdd	59.3	32.2254
ChangeChange2SwapAdd	56.1	33.4336
ChangeChange2SwapAdd	45.8	34.1427
ChangeChange2SwapAdd	56.400000000000006	31.874
ChangeChange2SwapAdd	99.5	36.5668
ChangeChange2SwapAdd	35.7	31.5823
ChangeChange2SwapAdd	72.1	31.1524
ChangeChange2SwapAdd	64.4	30.6224
ChangeChange2SwapAdd	74.4	32.871
ChangeChange2SwapAdd	60.2	32.8781
ChangeChange2SwapAdd	57.10000000000001	31.5394
ChangeChange2SwapAdd	57.0	33.1212
ChangeChange2SwapAdd	47.6	30.9881
ChangeChange2SwapAdd	48.8	35.3314
ChangeChange2SwapAdd	62.3	32.6399
ChangeChange2SwapAdd	30.6	32.4494
ChangeChange2SwapAdd	49.3	36.9527
ChangeChange2SwapAdd	70.2	38.3532
ChangeChange2SwapAdd	68.9	35.8502
ChangeChange2SwapAdd	70.0	34.6479
ChangeChange2SwapAdd	57.900000000000006	33.9227
ChangeChange2SwapAdd	50.7	41.2789
ChangeChange2SwapAdd	51.4	35.4759
ChangeChange2SwapAdd	64.0	33.4009
ChangeChange2SwapAdd	58.1	33.5153
ChangeChange2SwapAdd	49.4	36.2337
ChangeChange2SwapAdd	68.6	37.4165
ChangeChange2SwapAdd	67.6	33.692
ChangeChange2SwapAdd	78.4	36.7172
ChangeChange2SwapAdd	51.8	32.0141
ChangeChange2SwapAdd	60.6	38.2337
ChangeChange2SwapAdd	52.900000000000006	31.129
ChangeChange2SwapAdd	59.9	31.0857
ChangeChange2SwapAdd	64.8	31.0755
ChangeChange2SwapAdd	68.7	31.4614
ChangeChange2SwapAdd	55.39999999999999	30.726
ChangeChange2SwapAdd	47.2	31.1401
ChangeChange2SwapAdd	48.4	35.0196
ChangeChange2SwapAdd	63.6	32.7169
ChangeChange2SwapAdd	63.8	38.0163
ChangeChange2SwapAdd	64.7	34.6231
ChangeChange2SwapAdd	61.400000000000006	36.5585
ChangeChange2SwapAdd	58.0	30.7821
ChangeChange2SwapAdd	56.5	30.752
ChangeChange2SwapAdd	46.9	31.1411
ChangeChange2SwapAdd	53.800000000000004	30.6548
ChangeChange2SwapAdd	45.0	33.7605
ChangeChange2SwapAdd	54.5	40.4584
ChangeChange2SwapAdd	45.1	30.7452
ChangeChange2SwapAdd	78.4	29.8361
ChangeChange2SwapAdd	49.7	30.5499
ChangeChange2SwapAdd	47.2	29.5746
ChangeChange2SwapAdd	66.7	33.6095
ChangeChange2SwapAdd	79.6	32.5916
ChangeChange2SwapAdd	51.900000000000006	33.181
ChangeChange2SwapAdd	83.80000000000001	35.8517
ChangeChange2SwapAdd	62.6	35.0992
ChangeChange2SwapAdd	62.099999999999994	34.2464
ChangeChange2SwapAdd	77.4	34.1927
ChangeChange2SwapAdd	71.9	31.1686
ChangeChange2SwapAdd	42.5	31.7003
ChangeChange2SwapAdd	55.7	33.9227
ChangeChange2SwapAdd	62.0	31.3178
ChangeChange2SwapAdd	56.0	31.4236
ChangeChange2SwapAdd	73.6	37.2536
ChangeChange2SwapAdd	55.400000000000006	33.6307
ChangeChange2SwapAdd	81.2	31.0989
ChangeChange2SwapAdd	52.8	31.8368
ChangeChange2SwapAdd	67.8	34.3229
ChangeChange2SwapAdd	68.0	31.976
ChangeChange2SwapAdd	54.7	31.3906
ChangeChange2SwapAdd	62.9	32.2136
ChangeChange2SwapAdd	95.0	31.1325
ChangeChange2SwapAdd	48.900000000000006	35.6949
ChangeChange2SwapAdd	46.9	31.2754
ChangeChange2SwapAdd	64.9	32.0678
ChangeChange2SwapAdd	81.7	35.3956
ChangeChange2SwapAdd	71.0	31.5823
ChangeChange2SwapAdd	61.400000000000006	40.3043
ChangeChange2SwapAdd	56.2	37.6747
ChangeChange2SwapAdd	54.3	33.4248
ChangeChange2SwapAdd	57.8	33.1558
ChangeChange2SwapAdd	67.1	40.1444
ChangeChange2SwapAdd	40.9	31.5137
ChangeChange2SwapAdd	37.6	30.6648
ChangeChange2SwapAdd	44.2	32.5171
ChangeChange2SwapAdd	61.8	32.1421
ChangeChange2SwapAdd	49.1	32.1378
ChangeChange2SwapAdd	69.0	30.1004
ChangeChange2SwapAdd	60.9	30.338
ChangeChange2SwapAdd	54.900000000000006	34.3234
ChangeChange2SwapAdd	47.9	30.1682
ChangeChange2SwapAdd	40.8	31.4987
ChangeChange2SwapAdd	60.4	31.8882
ChangeChange2SwapAdd	57.599999999999994	29.9104
ChangeChange2SwapAdd	58.1	30.2322
ChangeChange2SwapAdd	68.1	34.5936
ChangeChange2SwapAdd	53.8	30.393
ChangeChange2SwapAdd	35.6	32.262
ChangeChange2SwapAdd	45.9	34.368
ChangeChange2SwapAdd	46.599999999999994	30.2557
ChangeChange2SwapAdd	65.2	29.665
ChangeChange2SwapAdd	65.1	30.0253
ChangeChange2SwapAdd	48.3	30.4397
ChangeChange2SwapAdd	49.8	30.9711
ChangeChange2SwapAdd	57.4	34.0685
ChangeChange2SwapAdd	66.6	33.4692
ChangeChange2SwapAdd	56.400000000000006	38.4483
ChangeChange2SwapAdd	63.5	31.2266
ChangeChange2SwapAdd	51.2	30.9795
ChangeChange2SwapAdd	75.3	30.014
ChangeChange2SwapAdd	57.599999999999994	33.7091
ChangeChange2SwapAdd	61.6	31.4978
ChangeChange2SwapAdd	46.6	33.7596
ChangeChange2SwapAdd	67.0	30.0384
ChangeChange2SwapAdd	34.7	30.5979
ChangeChange2SwapAdd	60.6	38.0241
ChangeChange2SwapAdd	73.4	30.0022
ChangeChange2SwapAdd	52.8	30.0012
ChangeChange2SwapAdd	47.0	29.7168
ChangeChange2SwapAdd	69.0	30.4349
ChangeChange2SwapAdd	48.0	29.9798
ChangeChange2SwapAdd	64.0	33.0905
ChangeChange2SwapAdd	56.8	31.7119
ChangeChange2SwapAdd	54.0	31.2415
ChangeChange2SwapAdd	54.7	32.0869
ChangeChange2SwapAdd	64.2	34.2718
ChangeChange2SwapAdd	52.800000000000004	31.8541
ChangeChange2SwapAdd	28.900000000000002	32.8
ChangeChange2SwapAdd	40.0	31.1584
ChangeChange2SwapAdd	78.3	30.8734
ChangeChange2SwapAdd	50.0	30.5446
ChangeChange2SwapAdd	69.5	32.2646
ChangeChange2SwapAdd	43.9	34.946
ChangeChange2SwapAdd	35.099999999999994	32.3379
ChangeChange2SwapAdd	54.400000000000006	30.6039
ChangeChange2SwapAdd	45.4	30.2909
ChangeChange2SwapAdd	48.7	32.2629
ChangeChange2SwapAdd	67.3	42.1861
ChangeChange2SwapAdd	66.7	43.6284
ChangeChange2SwapAdd	56.0	33.1826
ChangeChange2SwapAdd	40.8	32.9291
ChangeChange2SwapAdd	57.7	30.8256
ChangeChange2SwapAdd	51.9	29.9417
ChangeChange2SwapAdd	64.2	30.1411
ChangeChange2SwapAdd	71.5	29.7877
ChangeChange2SwapAdd	52.3	30.6399
ChangeChange2SwapAdd	76.0	32.0602
ChangeChange2SwapAdd	58.900000000000006	30.8216
ChangeChange2SwapAdd	51.3	32.0625
ChangeChange2SwapAdd	62.7	34.6238
ChangeChange2SwapAdd	52.2	30.2655
ChangeChange2SwapAdd	54.0	29.331
ChangeChange2SwapAdd	55.0	30.3702
ChangeChange2SwapAdd	54.2	32.3993
ChangeChange2SwapAdd	43.2	30.1829
ChangeChange2SwapAdd	52.6	30.2434
ChangeChange2SwapAdd	70.8	30.9407
ChangeChange2SwapAdd	45.6	29.9868
ChangeChange2SwapAdd	69.9	32.9522
ChangeChange2SwapAdd	57.0	30.0461
ChangeChange2SwapAdd	91.1	29.7571
ChangeChange2SwapAdd	54.3	29.8065
ChangeChange2SwapAdd	80.2	33.9575
ChangeChange2SwapAdd	33.0	30.7908
ChangeChange2SwapAdd	69.3	31.156
ChangeChange2SwapAdd	63.5	32.312
ChangeChange2SwapAdd	55.6	32.6061
ChangeChange2SwapAdd	76.2	36.6202
ChangeChange2SwapAdd	69.8	29.8073
ChangeChange2SwapAdd	62.2	33.6649
ChangeChange2SwapAdd	51.2	29.9636
ChangeChange2SwapAdd	74.4	39.1817
ChangeChange2SwapAdd	58.7	41.5172
ChangeChange2SwapAdd	51.4	37.3457
ChangeChange2SwapAdd	66.1	30.9096
ChangeChange2SwapAdd	56.3	40.3367
ChangeChange2SwapAdd	57.400000000000006	30.8989
ChangeChange2SwapAdd	62.4	34.8484
ChangeChange2SwapAdd	58.599999999999994	30.0961
ChangeChange2SwapAdd	50.6	31.1356
ChangeChange2SwapAdd	66.7	31.6059
ChangeChange2SwapAdd	56.6	31.2665
ChangeChange2SwapAdd	64.2	31.9015
ChangeChange2SwapAdd	48.6	30.3921
ChangeChange2SwapAdd	47.0	36.0584
ChangeChange2SwapAdd	64.3	31.1483
ChangeChange2SwapAdd	65.2	30.2985
ChangeChange2SwapAdd	54.7	32.2254
ChangeChange2SwapAdd	49.9	30.7852
ChangeChange2SwapAdd	60.3	30.5084
ChangeChange2SwapAdd	45.0	29.613
ChangeChange2SwapAdd	68.7	29.8561
ChangeChange2SwapAdd	57.400000000000006	39.6708
ChangeChange2SwapAdd	61.099999999999994	52.2054
ChangeChange2SwapAdd	72.3	32.3873
ChangeChange2SwapAdd	49.6	31.2681
ChangeChange2SwapAdd	58.8	36.0932
ChangeChange2SwapAdd	51.8	36.8348
ChangeChange2SwapAdd	58.8	29.8698
ChangeChange2SwapAdd	52.3	33.8383
ChangeChange2SwapAdd	53.2	30.6397
ChangeChange2SwapAdd	47.400000000000006	42.6159
ChangeChange2SwapAdd	63.9	34.3945
ChangeChange2SwapAdd	69.4	32.3459
ChangeChange2SwapAdd	59.599999999999994	29.8664
ChangeChange2SwapAdd	67.7	30.176
ChangeChange2SwapAdd	72.1	30.5433
ChangeChange2SwapAdd	69.5	38.8027
ChangeChange2SwapAdd	58.6	30.7464
ChangeChange2SwapAdd	54.1	32.2853
ChangeChange2SwapAdd	57.099999999999994	30.4438
ChangeChange2SwapAdd	63.6	30.6669
ChangeChange2SwapAdd	53.2	31.3757
ChangeChange2SwapAdd	41.8	31.9531
ChangeChange2SwapAdd	71.1	30.5734
ChangeChange2SwapAdd	60.1	34.7206
ChangeChange2SwapAdd	51.400000000000006	29.9549
ChangeChange2SwapAdd	55.0	32.4748
ChangeChange2SwapAdd	78.5	32.7426
ChangeChange2SwapAdd	72.3	30.0451
ChangeChange2SwapAdd	45.6	30.4565
ChangeChange2SwapAdd	69.3	29.9652
ChangeChange2SwapAdd	56.900000000000006	31.2753
ChangeChange2SwapAdd	43.9	32.4505
ChangeChange2SwapAdd	57.3	32.6945
ChangeChange2SwapAdd	34.099999999999994	30.1565
ChangeChange2SwapAdd	64.7	32.1351
ChangeChange2SwapAdd	67.7	40.7212
ChangeChange2SwapAdd	59.3	30.1866
ChangeChange2SwapAdd	68.4	34.693
ChangeChange2SwapAdd	72.0	38.0519
ChangeChange2SwapAdd	69.9	34.3391
ChangeChange2SwapAdd	52.3	36.7417
ChangeChange2SwapAdd	52.099999999999994	33.4584
ChangeChange2SwapAdd	41.8	37.7494
ChangeChange2SwapAdd	73.2	37.4572
ChangeChange2SwapAdd	70.5	30.7705
ChangeChange2SwapAdd	69.2	31.7338
ChangeChange2SwapAdd	51.3	32.6942
ChangeChange2SwapAdd	57.3	32.4815
ChangeChange2SwapAdd	34.1	29.7514
ChangeChange2SwapAdd	69.7	29.9825
ChangeChange2SwapAdd	38.2	30.0811
ChangeChange2SwapAdd	50.5	30.3169
ChangeChange2SwapAdd	50.1	36.2421
ChangeChange2SwapAdd	64.6	33.8394
ChangeChange2SwapAdd	65.1	30.0884
ChangeChange2SwapAdd	72.6	30.0471
ChangeChange2SwapAdd	65.9	30.3029
ChangeChange2SwapAdd	46.8	39.8476
ChangeChange2SwapAdd	51.0	37.3066
ChangeChange2SwapAdd	66.4	33.9264
ChangeChange2SwapAdd	40.3	39.9875
ChangeChange2SwapAdd	60.0	35.4869
ChangeChange2SwapAdd	65.2	34.736
ChangeChange2SwapAdd	47.6	33.149
ChangeChange2SwapAdd	53.199999999999996	30.8198
ChangeChange2SwapAdd	27.1	33.3264
ChangeChange2SwapAdd	71.2	36.5822
ChangeChange2SwapAdd	42.1	36.2008
ChangeChange2SwapAdd	49.599999999999994	35.1331
ChangeChange2SwapAdd	66.5	34.8528
ChangeChange2SwapAdd	57.4	30.8983
ChangeChange2SwapAdd	43.2	42.0777
ChangeChange2SwapAdd	51.8	36.5231
ChangeChange2SwapAdd	55.4	35.3341
ChangeChange2SwapAdd	65.9	36.9269
ChangeChange2SwapAdd	40.2	32.0543
ChangeChange2SwapAdd	74.1	29.9839
ChangeChange2SwapAdd	53.599999999999994	33.2429
ChangeChange2SwapAdd	66.6	30.2148
ChangeChange2SwapAdd	52.1	30.4054
ChangeChange2SwapAdd	46.9	41.1068
ChangeChange2SwapAdd	61.8	32.5168
ChangeChange2SwapAdd	70.5	39.6539
ChangeChange2SwapAdd	60.6	30.9002
ChangeChange2SwapAdd	57.0	33.4255
ChangeChange2SwapAdd	45.0	31.0303
ChangeChange2SwapAdd	57.6	34.1486
ChangeChange2SwapAdd	69.8	29.7161
ChangeChange2SwapAdd	56.8	29.858
ChangeChange2SwapAdd	65.3	31.2751
ChangeChange2SwapAdd	48.0	33.4158
ChangeChange2SwapAdd	90.1	31.6947
ChangeChange2SwapAdd	47.3	33.611
ChangeChange2SwapAdd	60.0	33.9561
ChangeChange2SwapAdd	66.5	39.8329
ChangeChange2SwapAdd	65.6	31.5401
ChangeChange2SwapAdd	58.3	31.9833
ChangeChange2SwapAdd	74.2	35.4077
ChangeChange2SwapAdd	78.5	32.1439
ChangeChange2SwapAdd	70.6	32.9762
ChangeChange2SwapAdd	46.6	37.0912
ChangeChange2SwapAdd	44.2	47.1027
ChangeChange2SwapAdd	55.900000000000006	41.4827
ChangeChange2SwapAdd	68.0	44.6588
ChangeChange2SwapAdd	74.4	38.5175
ChangeChange2SwapAdd	67.0	37.259
ChangeChange2SwapAdd	63.7	34.5276
ChangeChange2SwapAdd	61.400000000000006	37.0348
ChangeChange2SwapAdd	40.5	38.0973
ChangeChange2SwapAdd	29.9	39.21
ChangeChange2SwapAdd	50.5	45.7712
ChangeChange2SwapAdd	67.9	39.2875
ChangeChange2SwapAdd	50.6	35.469
ChangeChange2SwapAdd	41.599999999999994	60.1171
ChangeChange2SwapAdd	56.9	40.8464
ChangeChange2SwapAdd	53.0	41.2616
ChangeChange2SwapAdd	65.4	38.0772
ChangeChange2SwapAdd	53.1	33.3643
ChangeChange2SwapAdd	53.1	36.7993
ChangeChange2SwapAdd	63.4	33.9984
ChangeChange2SwapAdd	56.4	37.677
ChangeChange2SwapAdd	65.9	41.9114
ChangeChange2SwapAdd	64.2	35.6386
ChangeChange2SwapAdd	75.9	37.4034
ChangeChange2SwapAdd	78.3	35.3389
ChangeChange2SwapAdd	28.299999999999997	34.0304
ChangeChange2SwapAdd	68.0	32.2759
ChangeChange2SwapAdd	59.3	32.9209
ChangeChange2SwapAdd	57.7	32.3484
ChangeChange2SwapAdd	68.0	35.616
ChangeChange2SwapAdd	71.7	33.0195
ChangeChange2SwapAdd	33.1	32.1153
ChangeChange2SwapAdd	54.599999999999994	32.2666
ChangeChange2SwapAdd	64.8	32.2889
ChangeChange2SwapAdd	54.7	31.6544
ChangeChange2SwapAdd	41.300000000000004	31.5809
ChangeChange2SwapAdd	52.7	34.3072
ChangeChange2SwapAdd	71.2	34.6467
ChangeChange2SwapAdd	39.6	36.2701
ChangeChange2SwapAdd	38.9	33.077
ChangeChange2SwapAdd	58.8	35.7262
ChangeChange2SwapAdd	64.8	33.8524
ChangeChange2SwapAdd	67.9	34.7609
ChangeChange2SwapAdd	41.3	38.5298
ChangeChange2SwapAdd	74.7	33.8686
ChangeChange2SwapAdd	58.8	40.0113
ChangeChange2SwapAdd	59.8	38.5356
ChangeChange2SwapAdd	49.6	39.5657
ChangeChange2SwapAdd	82.1	32.3888
ChangeChange2SwapAdd	70.5	36.6182
ChangeChange2SwapAdd	55.2	33.8742
ChangeChange2SwapAdd	38.5	34.0811
ChangeChange2SwapAdd	63.1	33.7538
ChangeChange2SwapAdd	74.8	37.0877
ChangeChange2SwapAdd	64.4	36.8211
ChangeChange2SwapAdd	54.9	47.4724
ChangeChange2SwapAdd	48.599999999999994	35.1099
ChangeChange2SwapAdd	54.5	33.1463
ChangeChange2SwapAdd	61.6	37.429
ChangeChange2SwapAdd	56.900000000000006	33.1492
ChangeChange2SwapAdd	70.0	32.3388
ChangeChange2SwapAdd	52.6	35.1331
ChangeChange2SwapAdd	48.4	31.4098
ChangeChange2SwapAdd	60.4	34.4459
ChangeChange2SwapAdd	33.3	34.0872
ChangeChange2SwapAdd	70.5	32.5986
ChangeChange2SwapAdd	67.8	32.8205
ChangeChange2SwapAdd	72.9	31.6976
ChangeChange2SwapAdd	60.0	32.0182
ChangeChange2SwapAdd	47.6	34.6155
ChangeChange2SwapAdd	60.0	37.4789
ChangeChange2SwapAdd	52.6	63.865
ChangeChange2SwapAdd	57.400000000000006	46.0673
ChangeChange2SwapAdd	64.4	31.7067
ChangeChange2SwapAdd	67.69999999999999	36.0492
ChangeChange2SwapAdd	72.8	31.8303
ChangeChange2SwapAdd	40.3	33.4392
ChangeChange2SwapAdd	50.5	31.9999
ChangeChange2SwapAdd	76.1	33.1079
ChangeChange2SwapAdd	62.2	38.1964
ChangeChange2SwapAdd	62.9	37.4864
ChangeChange2SwapAdd	54.8	43.3646
ChangeChange2SwapAdd	53.2	36.7404
ChangeChange2SwapAdd	57.300000000000004	37.103
ChangeChange2SwapAdd	43.0	33.5937
ChangeChange2SwapAdd	64.80000000000001	31.6363
