operadores	beneficio	tiempo
ChangeSwapAdd	51.9	81.2547
ChangeSwapAdd	64.2	83.2261
ChangeSwapAdd	71.5	73.5279
ChangeSwapAdd	52.3	74.7917
ChangeSwapAdd	76.0	77.7797
ChangeSwapAdd	58.900000000000006	72.8865
ChangeSwapAdd	51.3	77.2937
ChangeSwapAdd	62.7	74.1178
ChangeSwapAdd	52.2	75.7557
ChangeSwapAdd	54.0	66.0217
ChangeSwapAdd	55.0	69.9773
ChangeSwapAdd	54.2	73.3837
ChangeSwapAdd	43.2	69.6642
ChangeSwapAdd	52.6	75.5886
ChangeSwapAdd	70.8	67.5426
ChangeSwapAdd	45.6	77.2026
ChangeSwapAdd	69.9	73.4979
ChangeSwapAdd	57.0	74.5869
ChangeSwapAdd	91.1	73.2654
ChangeSwapAdd	54.3	70.5284
ChangeSwapAdd	76.7	66.5398
ChangeSwapAdd	33.0	70.6501
ChangeSwapAdd	69.3	74.6188
ChangeSwapAdd	63.5	76.3375
ChangeSwapAdd	55.6	75.1781
ChangeSwapAdd	75.6	76.7337
ChangeSwapAdd	69.8	70.2282
ChangeSwapAdd	62.2	90.3018
ChangeSwapAdd	51.2	79.5284
ChangeSwapAdd	74.4	68.238
ChangeSwapAdd	58.7	69.3496
ChangeSwapAdd	51.4	73.5114
ChangeSwapAdd	66.1	74.7194
ChangeSwapAdd	56.099999999999994	69.6113
ChangeSwapAdd	57.400000000000006	68.0524
ChangeSwapAdd	61.6	74.5156
ChangeSwapAdd	58.599999999999994	65.3974
ChangeSwapAdd	50.6	72.66
ChangeSwapAdd	66.7	73.0157
ChangeSwapAdd	56.6	83.5353
ChangeSwapAdd	63.3	67.9275
ChangeSwapAdd	48.6	70.046
ChangeSwapAdd	45.7	76.7482
ChangeSwapAdd	64.3	73.8433
ChangeSwapAdd	65.2	67.565
ChangeSwapAdd	54.7	80.5852
ChangeSwapAdd	49.9	75.2384
ChangeSwapAdd	60.3	72.2939
ChangeSwapAdd	45.0	69.1232
ChangeSwapAdd	68.7	72.3844
ChangeSwapAdd	57.400000000000006	66.8332
ChangeSwapAdd	60.599999999999994	75.8084
ChangeSwapAdd	72.3	81.4647
ChangeSwapAdd	49.6	70.0754
ChangeSwapAdd	57.0	72.2191
ChangeSwapAdd	50.3	75.2484
ChangeSwapAdd	58.8	73.7833
ChangeSwapAdd	51.5	67.3494
ChangeSwapAdd	53.2	76.234
ChangeSwapAdd	47.2	79.3972
ChangeSwapAdd	62.7	70.0468
ChangeSwapAdd	69.4	71.9381
ChangeSwapAdd	59.599999999999994	85.6844
ChangeSwapAdd	67.7	81.417
ChangeSwapAdd	72.1	78.1549
ChangeSwapAdd	68.9	71.6025
ChangeSwapAdd	58.6	76.8431
ChangeSwapAdd	54.1	67.2214
ChangeSwapAdd	57.099999999999994	69.4038
ChangeSwapAdd	63.6	78.338
ChangeSwapAdd	53.2	72.9378
ChangeSwapAdd	41.8	75.3848
ChangeSwapAdd	71.1	83.0482
ChangeSwapAdd	59.8	71.8384
ChangeSwapAdd	51.400000000000006	71.1028
ChangeSwapAdd	55.0	71.4255
ChangeSwapAdd	78.5	72.2167
ChangeSwapAdd	72.3	70.2808
ChangeSwapAdd	45.6	81.5943
ChangeSwapAdd	69.3	80.1123
ChangeSwapAdd	56.900000000000006	69.6885
ChangeSwapAdd	43.9	75.239
ChangeSwapAdd	57.3	67.415
ChangeSwapAdd	34.099999999999994	72.3986
ChangeSwapAdd	64.5	71.0402
ChangeSwapAdd	67.7	73.1054
ChangeSwapAdd	59.3	81.9114
ChangeSwapAdd	67.2	73.4199
ChangeSwapAdd	70.9	70.5126
ChangeSwapAdd	69.9	80.3497
ChangeSwapAdd	49.5	68.7689
ChangeSwapAdd	52.099999999999994	69.0303
ChangeSwapAdd	41.3	72.1392
ChangeSwapAdd	73.2	66.2889
ChangeSwapAdd	70.5	71.8562
ChangeSwapAdd	69.2	80.2687
ChangeSwapAdd	50.7	80.7073
ChangeSwapAdd	57.3	76.1006
ChangeSwapAdd	34.1	69.545
ChangeSwapAdd	69.7	72.9248
ChangeSwapAdd	38.2	87.6304
ChangeSwapAdd	50.5	73.376
ChangeSwapAdd	45.7	72.3277
ChangeSwapAdd	62.199999999999996	82.7807
ChangeSwapAdd	65.1	72.3036
ChangeSwapAdd	72.6	73.3605
ChangeSwapAdd	65.9	75.6041
ChangeSwapAdd	44.599999999999994	72.6206
ChangeSwapAdd	50.8	68.6526
ChangeSwapAdd	66.4	73.4084
ChangeSwapAdd	40.3	80.3237
ChangeSwapAdd	60.0	76.3529
ChangeSwapAdd	65.2	70.6798
ChangeSwapAdd	47.6	88.1074
ChangeSwapAdd	53.199999999999996	70.6012
ChangeSwapAdd	27.1	74.481
ChangeSwapAdd	71.2	71.018
ChangeSwapAdd	42.1	76.2581
ChangeSwapAdd	49.599999999999994	70.7535
ChangeSwapAdd	66.5	71.1324
ChangeSwapAdd	57.4	70.9749
ChangeSwapAdd	39.0	73.9605
ChangeSwapAdd	51.0	65.9421
ChangeSwapAdd	55.4	79.2405
ChangeSwapAdd	65.7	86.1022
ChangeSwapAdd	40.2	75.2297
ChangeSwapAdd	74.1	72.6629
ChangeSwapAdd	53.599999999999994	77.5649
ChangeSwapAdd	66.6	66.8078
ChangeSwapAdd	52.1	78.0054
ChangeSwapAdd	42.5	76.2247
ChangeSwapAdd	61.8	72.8336
ChangeSwapAdd	68.5	73.7183
ChangeSwapAdd	60.6	69.7848
ChangeSwapAdd	56.6	77.6671
ChangeSwapAdd	45.0	69.4779
ChangeSwapAdd	57.6	70.1952
ChangeSwapAdd	69.8	72.3053
ChangeSwapAdd	56.8	77.2789
ChangeSwapAdd	65.3	68.2764
ChangeSwapAdd	48.0	80.9887
ChangeSwapAdd	90.1	87.4567
ChangeSwapAdd	47.3	74.0503
ChangeSwapAdd	60.0	86.5102
ChangeSwapAdd	65.8	79.272
ChangeSwapAdd	65.6	79.0335
ChangeSwapAdd	58.3	75.823
ChangeSwapAdd	73.0	70.0684
ChangeSwapAdd	78.5	84.87
ChangeSwapAdd	70.6	77.2526
ChangeSwapAdd	46.6	78.7148
ChangeSwapAdd	43.6	83.8633
ChangeSwapAdd	55.9	74.6424
ChangeSwapAdd	66.4	80.8427
ChangeSwapAdd	74.4	83.3341
ChangeSwapAdd	67.0	72.5014
ChangeSwapAdd	63.7	78.1694
ChangeSwapAdd	61.400000000000006	76.9949
ChangeSwapAdd	40.5	76.2156
ChangeSwapAdd	29.9	86.0347
ChangeSwapAdd	50.0	84.3665
ChangeSwapAdd	67.9	76.3183
ChangeSwapAdd	50.6	68.6989
ChangeSwapAdd	41.599999999999994	75.6328
ChangeSwapAdd	56.9	87.4821
ChangeSwapAdd	52.1	76.959
ChangeSwapAdd	65.4	72.9388
ChangeSwapAdd	53.1	79.5701
ChangeSwapAdd	53.1	78.4095
ChangeSwapAdd	63.4	72.5181
ChangeSwapAdd	56.4	70.4798
ChangeSwapAdd	62.2	78.801
ChangeSwapAdd	64.2	85.2893
ChangeSwapAdd	75.9	71.4826
ChangeSwapAdd	78.3	69.25
ChangeSwapAdd	28.299999999999997	78.7262
ChangeSwapAdd	68.0	75.2671
ChangeSwapAdd	59.3	76.7904
ChangeSwapAdd	57.7	74.077
ChangeSwapAdd	68.0	74.2641
ChangeSwapAdd	71.7	66.7083
ChangeSwapAdd	33.1	81.5784
ChangeSwapAdd	54.599999999999994	73.1566
ChangeSwapAdd	64.8	72.4072
ChangeSwapAdd	54.7	73.0604
ChangeSwapAdd	41.300000000000004	70.3311
ChangeSwapAdd	52.7	70.9349
ChangeSwapAdd	71.2	68.3792
ChangeSwapAdd	39.6	79.9166
ChangeSwapAdd	38.9	76.0948
ChangeSwapAdd	58.5	74.3734
ChangeSwapAdd	64.8	73.1228
ChangeSwapAdd	67.9	82.4002
ChangeSwapAdd	41.7	100.4818
ChangeSwapAdd	74.7	73.5067
ChangeSwapAdd	58.7	86.4643
ChangeSwapAdd	59.8	71.588
ChangeSwapAdd	47.9	74.8222
ChangeSwapAdd	82.1	78.2423
ChangeSwapAdd	69.5	69.535
ChangeSwapAdd	51.6	73.7161
ChangeSwapAdd	38.5	77.6693
ChangeSwapAdd	63.1	68.3015
ChangeSwapAdd	71.0	69.4854
ChangeSwapAdd	64.4	71.5323
ChangeSwapAdd	53.7	77.02
ChangeSwapAdd	48.599999999999994	71.3113
ChangeSwapAdd	54.5	65.8423
ChangeSwapAdd	61.6	88.0675
ChangeSwapAdd	56.900000000000006	72.224
ChangeSwapAdd	70.0	72.0667
ChangeSwapAdd	52.6	72.6339
ChangeSwapAdd	48.4	80.3231
ChangeSwapAdd	60.4	77.2377
ChangeSwapAdd	33.3	73.0512
ChangeSwapAdd	70.5	74.0023
ChangeSwapAdd	67.8	70.462
ChangeSwapAdd	72.9	70.7225
ChangeSwapAdd	60.0	74.5785
ChangeSwapAdd	47.6	73.7854
ChangeSwapAdd	60.0	71.1913
ChangeSwapAdd	52.6	67.1029
ChangeSwapAdd	57.400000000000006	79.4801
ChangeSwapAdd	64.4	71.2156
ChangeSwapAdd	66.5	71.9952
ChangeSwapAdd	72.8	74.0177
ChangeSwapAdd	40.3	78.5514
ChangeSwapAdd	50.5	70.024
ChangeSwapAdd	76.1	71.7929
ChangeSwapAdd	62.2	79.0457
ChangeSwapAdd	62.9	75.8318
ChangeSwapAdd	54.8	73.7076
ChangeSwapAdd	53.2	83.0192
ChangeSwapAdd	57.300000000000004	80.2077
ChangeSwapAdd	43.0	75.7662
ChangeSwapAdd	64.80000000000001	69.605
ChangeSwapAdd	57.5	80.5554
ChangeSwapAdd	66.1	74.0528
ChangeSwapAdd	77.30000000000001	68.1325
ChangeSwapAdd	39.3	81.461
ChangeSwapAdd	55.6	74.206
ChangeSwapAdd	58.099999999999994	84.6132
ChangeSwapAdd	65.1	78.1635
ChangeSwapAdd	78.4	74.6115
ChangeSwapAdd	40.9	71.9362
ChangeSwapAdd	71.9	68.9937
ChangeSwapAdd	39.8	73.2357
ChangeSwapAdd	73.7	74.2722
ChangeSwapAdd	59.400000000000006	74.7131
ChangeSwapAdd	64.5	72.9555
ChangeSwapAdd	53.199999999999996	77.6097
ChangeSwapAdd	76.4	70.8155
ChangeSwapAdd	50.5	76.9105
ChangeSwapAdd	57.9	79.8801
ChangeSwapAdd	43.60000000000001	74.4213
ChangeSwapAdd	52.900000000000006	70.4893
ChangeSwapAdd	36.3	78.046
ChangeSwapAdd	60.699999999999996	73.3921
ChangeSwapAdd	46.9	71.739
ChangeSwapAdd	46.1	73.8675
ChangeSwapAdd	49.3	85.1974
ChangeSwapAdd	49.8	87.1147
ChangeSwapAdd	56.400000000000006	85.4801
ChangeSwapAdd	49.8	87.7282
ChangeSwapAdd	58.2	77.7351
ChangeSwapAdd	61.5	74.7818
ChangeSwapAdd	59.0	72.0536
ChangeSwapAdd	58.0	71.0353
ChangeSwapAdd	78.9	77.6351
ChangeSwapAdd	51.199999999999996	73.9678
ChangeSwapAdd	85.5	84.0065
ChangeSwapAdd	64.6	70.733
ChangeSwapAdd	54.1	95.4157
ChangeSwapAdd	60.6	76.3436
ChangeSwapAdd	69.2	86.1752
ChangeSwapAdd	70.0	76.7803
ChangeSwapAdd	63.6	75.4157
ChangeSwapAdd	51.4	78.8002
ChangeSwapAdd	39.4	82.709
ChangeSwapAdd	55.3	77.4101
ChangeSwapAdd	51.7	83.7444
ChangeSwapAdd	58.7	77.4167
ChangeSwapAdd	56.2	81.3248
ChangeSwapAdd	63.2	80.4271
ChangeSwapAdd	73.4	75.7664
ChangeSwapAdd	10.899999999999999	58.5692
ChangeSwapAdd	65.6	71.4551
ChangeSwapAdd	49.5	75.028
ChangeSwapAdd	51.7	74.1488
ChangeSwapAdd	76.9	76.2973
ChangeSwapAdd	50.0	77.8044
ChangeSwapAdd	65.3	71.8737
ChangeSwapAdd	70.4	75.0384
ChangeSwapAdd	66.7	76.6492
ChangeSwapAdd	70.4	71.2609
ChangeSwapAdd	58.599999999999994	73.2467
ChangeSwapAdd	68.6	73.6964
ChangeSwapAdd	64.1	81.8097
ChangeSwapAdd	30.1	48.2923
ChangeSwapAdd	54.4	78.686
ChangeSwapAdd	68.8	70.6279
ChangeSwapAdd	40.5	72.8384
ChangeSwapAdd	44.4	72.3384
ChangeSwapAdd	80.6	75.6634
ChangeSwapAdd	59.3	73.6673
ChangeSwapAdd	58.400000000000006	75.1311
ChangeSwapAdd	60.1	67.4234
ChangeSwapAdd	60.4	79.1374
ChangeSwapAdd	70.8	78.8939
ChangeSwapAdd	66.3	73.3578
ChangeSwapAdd	61.0	78.3315
ChangeSwapAdd	48.0	77.9707
ChangeSwapAdd	61.2	78.9298
ChangeSwapAdd	33.400000000000006	80.1762
ChangeChange2SwapAdd	63.0	53.2923
ChangeChange2SwapAdd	58.3	43.761
ChangeChange2SwapAdd	53.699999999999996	56.1248
ChangeChange2SwapAdd	48.9	46.6159
ChangeChange2SwapAdd	74.6	40.9694
ChangeChange2SwapAdd	40.7	37.7348
ChangeChange2SwapAdd	50.1	38.2905
ChangeChange2SwapAdd	61.6	41.7188
ChangeChange2SwapAdd	64.2	39.3334
ChangeChange2SwapAdd	57.0	39.0461
ChangeChange2SwapAdd	70.9	37.3471
ChangeChange2SwapAdd	57.3	39.6791
ChangeChange2SwapAdd	54.8	37.7809
ChangeChange2SwapAdd	52.4	37.0452
ChangeChange2SwapAdd	66.2	34.5977
ChangeChange2SwapAdd	55.4	32.464
ChangeChange2SwapAdd	67.7	37.1785
ChangeChange2SwapAdd	55.4	41.5345
ChangeChange2SwapAdd	92.3	32.3456
ChangeChange2SwapAdd	59.400000000000006	31.3068
ChangeChange2SwapAdd	43.2	29.8797
ChangeChange2SwapAdd	52.1	30.9043
ChangeChange2SwapAdd	71.0	30.3617
ChangeChange2SwapAdd	51.1	32.1502
ChangeChange2SwapAdd	62.4	37.9347
ChangeChange2SwapAdd	52.5	36.7469
ChangeChange2SwapAdd	68.9	32.0786
ChangeChange2SwapAdd	61.2	41.5199
ChangeChange2SwapAdd	59.5	35.7931
ChangeChange2SwapAdd	84.8	30.6405
ChangeChange2SwapAdd	81.6	30.1948
ChangeChange2SwapAdd	38.900000000000006	31.9494
ChangeChange2SwapAdd	49.7	32.4725
ChangeChange2SwapAdd	52.2	30.2789
ChangeChange2SwapAdd	42.3	30.6319
ChangeChange2SwapAdd	49.0	33.3439
ChangeChange2SwapAdd	60.7	31.9033
ChangeChange2SwapAdd	41.2	32.2718
ChangeChange2SwapAdd	73.5	31.5183
ChangeChange2SwapAdd	69.6	38.2028
ChangeChange2SwapAdd	71.7	39.3788
ChangeChange2SwapAdd	62.7	31.7444
ChangeChange2SwapAdd	66.9	31.961
ChangeChange2SwapAdd	63.099999999999994	33.5639
ChangeChange2SwapAdd	59.5	33.1844
ChangeChange2SwapAdd	69.89999999999999	41.6055
ChangeChange2SwapAdd	68.5	32.3438
ChangeChange2SwapAdd	49.0	32.6296
ChangeChange2SwapAdd	49.1	30.178
ChangeChange2SwapAdd	71.3	34.0151
ChangeChange2SwapAdd	47.6	32.3891
ChangeChange2SwapAdd	42.1	34.9518
ChangeChange2SwapAdd	44.099999999999994	33.5328
ChangeChange2SwapAdd	54.3	38.1937
ChangeChange2SwapAdd	83.0	33.27
ChangeChange2SwapAdd	53.0	32.6198
ChangeChange2SwapAdd	50.4	33.2279
ChangeChange2SwapAdd	75.3	32.8418
ChangeChange2SwapAdd	46.4	34.2805
ChangeChange2SwapAdd	69.9	30.2892
ChangeChange2SwapAdd	47.300000000000004	30.116
ChangeChange2SwapAdd	50.5	33.3507
ChangeChange2SwapAdd	64.8	32.8296
ChangeChange2SwapAdd	62.3	30.9287
ChangeChange2SwapAdd	68.9	29.7535
ChangeChange2SwapAdd	74.60000000000001	30.2015
ChangeChange2SwapAdd	45.2	30.7605
ChangeChange2SwapAdd	50.4	32.16
ChangeChange2SwapAdd	44.1	29.9405
ChangeChange2SwapAdd	51.7	34.423
ChangeChange2SwapAdd	59.0	29.8058
ChangeChange2SwapAdd	59.8	30.2796
ChangeChange2SwapAdd	45.5	31.8633
ChangeChange2SwapAdd	42.4	34.5688
ChangeChange2SwapAdd	59.6	35.0173
ChangeChange2SwapAdd	70.2	37.0655
ChangeChange2SwapAdd	57.4	32.1418
ChangeChange2SwapAdd	74.0	39.6668
ChangeChange2SwapAdd	66.7	34.6718
ChangeChange2SwapAdd	71.30000000000001	29.8321
ChangeChange2SwapAdd	65.9	29.6597
ChangeChange2SwapAdd	68.6	30.3678
ChangeChange2SwapAdd	53.599999999999994	32.9293
ChangeChange2SwapAdd	61.1	30.9611
ChangeChange2SwapAdd	45.9	37.1983
ChangeChange2SwapAdd	56.2	31.4076
ChangeChange2SwapAdd	36.6	31.6915
ChangeChange2SwapAdd	77.1	34.6121
ChangeChange2SwapAdd	67.9	34.4136
ChangeChange2SwapAdd	70.2	33.3201
ChangeChange2SwapAdd	60.599999999999994	32.7169
ChangeChange2SwapAdd	48.9	33.0867
ChangeChange2SwapAdd	43.400000000000006	35.9361
ChangeChange2SwapAdd	63.599999999999994	30.6365
ChangeChange2SwapAdd	62.5	29.9221
ChangeChange2SwapAdd	50.6	29.7064
ChangeChange2SwapAdd	58.5	30.0558
ChangeChange2SwapAdd	76.8	29.9717
ChangeChange2SwapAdd	68.3	32.1064
ChangeChange2SwapAdd	56.5	32.8724
ChangeChange2SwapAdd	53.1	37.0312
ChangeChange2SwapAdd	67.3	36.3363
ChangeChange2SwapAdd	62.0	34.612
ChangeChange2SwapAdd	61.0	32.4625
ChangeChange2SwapAdd	50.2	33.6844
ChangeChange2SwapAdd	42.3	31.882
ChangeChange2SwapAdd	53.6	30.1041
ChangeChange2SwapAdd	75.8	31.9604
ChangeChange2SwapAdd	70.19999999999999	29.6238
ChangeChange2SwapAdd	52.4	30.0372
ChangeChange2SwapAdd	70.8	29.9535
ChangeChange2SwapAdd	61.3	29.847
ChangeChange2SwapAdd	66.8	32.0181
ChangeChange2SwapAdd	54.3	30.5322
ChangeChange2SwapAdd	62.9	30.2038
ChangeChange2SwapAdd	59.4	41.884
ChangeChange2SwapAdd	69.4	30.1597
ChangeChange2SwapAdd	79.8	32.757
ChangeChange2SwapAdd	74.2	31.8662
ChangeChange2SwapAdd	56.4	32.0492
ChangeChange2SwapAdd	60.8	31.9004
ChangeChange2SwapAdd	63.8	32.6856
ChangeChange2SwapAdd	65.0	34.8339
ChangeChange2SwapAdd	46.1	39.7915
ChangeChange2SwapAdd	59.5	32.7829
ChangeChange2SwapAdd	66.7	30.331
ChangeChange2SwapAdd	62.0	30.215
ChangeChange2SwapAdd	44.7	30.7684
ChangeChange2SwapAdd	59.7	30.3181
ChangeChange2SwapAdd	57.7	30.7625
ChangeChange2SwapAdd	65.1	32.2537
ChangeChange2SwapAdd	56.1	30.2579
ChangeChange2SwapAdd	50.2	29.748
ChangeChange2SwapAdd	54.0	30.0871
ChangeChange2SwapAdd	81.3	30.1708
ChangeChange2SwapAdd	43.0	35.7374
ChangeChange2SwapAdd	66.8	34.7179
ChangeChange2SwapAdd	74.4	39.995
ChangeChange2SwapAdd	64.1	44.2925
ChangeChange2SwapAdd	48.800000000000004	31.7214
ChangeChange2SwapAdd	69.2	31.3451
ChangeChange2SwapAdd	56.699999999999996	37.7614
ChangeChange2SwapAdd	52.6	32.4648
ChangeChange2SwapAdd	62.7	33.6023
ChangeChange2SwapAdd	51.3	35.7523
ChangeChange2SwapAdd	41.1	35.5824
ChangeChange2SwapAdd	50.6	40.4626
ChangeChange2SwapAdd	70.3	34.922
ChangeChange2SwapAdd	89.9	38.4893
ChangeChange2SwapAdd	66.0	37.6705
ChangeChange2SwapAdd	80.5	32.1649
ChangeChange2SwapAdd	64.0	37.8285
ChangeChange2SwapAdd	59.6	34.7173
ChangeChange2SwapAdd	55.3	42.3644
ChangeChange2SwapAdd	65.5	33.8399
ChangeChange2SwapAdd	62.2	34.7843
ChangeChange2SwapAdd	50.4	38.315
ChangeChange2SwapAdd	77.0	33.7879
ChangeChange2SwapAdd	59.0	30.0165
ChangeChange2SwapAdd	65.1	29.8538
ChangeChange2SwapAdd	48.3	30.4883
ChangeChange2SwapAdd	61.2	42.2602
ChangeChange2SwapAdd	57.0	32.0916
ChangeChange2SwapAdd	52.3	31.1003
ChangeChange2SwapAdd	61.1	30.078
ChangeChange2SwapAdd	60.4	32.1202
ChangeChange2SwapAdd	65.2	30.0339
ChangeChange2SwapAdd	93.3	31.9248
ChangeChange2SwapAdd	78.7	49.6639
ChangeChange2SwapAdd	73.5	46.0727
ChangeChange2SwapAdd	62.0	38.5739
ChangeChange2SwapAdd	70.1	31.7026
ChangeChange2SwapAdd	53.7	34.1491
ChangeChange2SwapAdd	67.1	33.4362
ChangeChange2SwapAdd	33.5	34.311
ChangeChange2SwapAdd	68.1	36.1989
ChangeChange2SwapAdd	54.800000000000004	37.2401
ChangeChange2SwapAdd	66.1	39.0478
ChangeChange2SwapAdd	53.6	35.7098
ChangeChange2SwapAdd	36.6	34.698
ChangeChange2SwapAdd	56.9	31.4468
ChangeChange2SwapAdd	51.2	31.0799
ChangeChange2SwapAdd	52.9	30.5675
ChangeChange2SwapAdd	44.3	34.2859
ChangeChange2SwapAdd	53.9	34.0952
ChangeChange2SwapAdd	76.9	34.4143
ChangeChange2SwapAdd	56.0	36.1407
ChangeChange2SwapAdd	54.5	33.0185
ChangeChange2SwapAdd	54.2	33.3662
ChangeChange2SwapAdd	63.3	30.2591
ChangeChange2SwapAdd	25.700000000000003	27.9472
ChangeChange2SwapAdd	47.5	32.5809
ChangeChange2SwapAdd	59.400000000000006	30.316
ChangeChange2SwapAdd	74.8	31.5769
ChangeChange2SwapAdd	61.3	34.8451
ChangeChange2SwapAdd	43.7	32.3786
ChangeChange2SwapAdd	51.6	29.8141
ChangeChange2SwapAdd	42.6	30.1253
ChangeChange2SwapAdd	65.3	30.4345
ChangeChange2SwapAdd	80.7	33.23
ChangeChange2SwapAdd	54.2	36.2446
ChangeChange2SwapAdd	55.0	32.0107
ChangeChange2SwapAdd	69.2	39.9549
ChangeChange2SwapAdd	57.5	37.2289
ChangeChange2SwapAdd	55.300000000000004	33.1215
ChangeChange2SwapAdd	73.2	33.4435
ChangeChange2SwapAdd	70.3	33.2567
ChangeChange2SwapAdd	56.0	33.7326
ChangeChange2SwapAdd	54.1	30.6693
ChangeChange2SwapAdd	65.8	37.2447
ChangeChange2SwapAdd	47.9	32.8862
ChangeChange2SwapAdd	54.2	39.8112
ChangeChange2SwapAdd	69.6	32.9981
ChangeChange2SwapAdd	90.0	30.6725
ChangeChange2SwapAdd	66.8	31.43
ChangeChange2SwapAdd	61.7	35.6407
ChangeChange2SwapAdd	62.5	33.2253
ChangeChange2SwapAdd	53.9	30.5786
ChangeChange2SwapAdd	47.400000000000006	34.93
ChangeChange2SwapAdd	65.1	35.9113
ChangeChange2SwapAdd	57.8	35.3163
ChangeChange2SwapAdd	65.6	31.4717
ChangeChange2SwapAdd	52.0	30.7341
ChangeChange2SwapAdd	60.3	32.2318
ChangeChange2SwapAdd	60.0	29.9858
ChangeChange2SwapAdd	57.4	30.4845
ChangeChange2SwapAdd	59.5	32.6623
ChangeChange2SwapAdd	69.4	33.4103
ChangeChange2SwapAdd	51.5	30.2689
ChangeChange2SwapAdd	57.8	34.0019
ChangeChange2SwapAdd	64.5	31.9392
ChangeChange2SwapAdd	35.400000000000006	33.4011
ChangeChange2SwapAdd	52.0	33.2616
ChangeChange2SwapAdd	42.2	30.1865
ChangeChange2SwapAdd	57.300000000000004	33.1774
ChangeChange2SwapAdd	59.400000000000006	32.3515
ChangeChange2SwapAdd	70.3	32.9075
ChangeChange2SwapAdd	61.7	35.6278
ChangeChange2SwapAdd	53.1	29.7105
ChangeChange2SwapAdd	52.599999999999994	31.7873
ChangeChange2SwapAdd	51.4	31.6619
ChangeChange2SwapAdd	46.0	34.1719
ChangeChange2SwapAdd	57.8	29.9701
ChangeChange2SwapAdd	57.5	30.4606
ChangeChange2SwapAdd	59.1	32.2555
ChangeChange2SwapAdd	46.1	32.9108
ChangeChange2SwapAdd	64.7	40.2688
ChangeChange2SwapAdd	61.0	31.6317
ChangeChange2SwapAdd	56.2	30.2646
ChangeChange2SwapAdd	50.1	30.1002
ChangeChange2SwapAdd	65.2	29.851
ChangeChange2SwapAdd	53.3	29.7728
ChangeChange2SwapAdd	54.599999999999994	30.5703
ChangeChange2SwapAdd	58.2	31.9746
ChangeChange2SwapAdd	56.6	33.8387
ChangeChange2SwapAdd	57.4	37.4957
ChangeChange2SwapAdd	83.0	30.2238
ChangeChange2SwapAdd	62.3	37.0917
ChangeChange2SwapAdd	71.5	32.9763
ChangeChange2SwapAdd	64.5	44.3415
ChangeChange2SwapAdd	63.3	33.3005
ChangeChange2SwapAdd	75.3	32.3937
ChangeChange2SwapAdd	58.0	30.2243
ChangeChange2SwapAdd	48.9	33.4776
ChangeChange2SwapAdd	64.30000000000001	33.6519
ChangeChange2SwapAdd	48.8	30.5011
ChangeChange2SwapAdd	66.8	30.2268
ChangeChange2SwapAdd	54.7	30.6164
ChangeChange2SwapAdd	54.1	31.6165
ChangeChange2SwapAdd	58.4	33.3335
ChangeChange2SwapAdd	63.400000000000006	35.3378
ChangeChange2SwapAdd	77.6	43.2031
ChangeChange2SwapAdd	54.599999999999994	31.1339
ChangeChange2SwapAdd	68.0	30.6937
ChangeChange2SwapAdd	44.2	31.8753
ChangeChange2SwapAdd	32.800000000000004	30.8466
ChangeChange2SwapAdd	52.2	30.3666
ChangeChange2SwapAdd	50.7	34.287
ChangeChange2SwapAdd	65.5	30.2215
ChangeChange2SwapAdd	70.9	31.2741
ChangeChange2SwapAdd	55.3	40.3523
ChangeChange2SwapAdd	60.0	30.0467
ChangeChange2SwapAdd	56.7	29.9494
ChangeChange2SwapAdd	69.4	29.8397
ChangeChange2SwapAdd	57.3	32.5377
ChangeChange2SwapAdd	59.8	36.139
ChangeChange2SwapAdd	61.599999999999994	29.5775
ChangeChange2SwapAdd	70.8	29.9416
ChangeChange2SwapAdd	46.5	40.1251
ChangeChange2SwapAdd	34.4	36.5132
ChangeChange2SwapAdd	67.5	30.1338
ChangeChange2SwapAdd	53.6	30.2703
ChangeChange2SwapAdd	53.900000000000006	29.7668
ChangeChange2SwapAdd	62.8	30.2038
ChangeChange2SwapAdd	61.1	30.0702
ChangeChange2SwapAdd	46.0	30.3299
ChangeChange2SwapAdd	53.2	29.7118
ChangeChange2SwapAdd	72.9	31.2496
ChangeChange2SwapAdd	52.4	30.2085
ChangeChange2SwapAdd	53.5	30.3168
ChangeChange2SwapAdd	53.3	30.2033
ChangeChange2SwapAdd	53.0	30.6936
ChangeChange2SwapAdd	66.5	31.819
ChangeChange2SwapAdd	64.3	32.2352
ChangeChange2SwapAdd	71.9	30.1292
ChangeChange2SwapAdd	60.0	32.8077
ChangeChange2SwapAdd	48.6	33.0914
ChangeChange2SwapAdd	41.0	31.9774
ChangeChange2SwapAdd	45.1	30.4311
ChangeChange2SwapAdd	69.6	30.5308
ChangeChange2SwapAdd	71.0	35.5854
ChangeChange2SwapAdd	67.69999999999999	30.155
ChangeChange2SwapAdd	52.4	29.9399
ChangeChange2SwapAdd	58.1	30.0565
ChangeChange2SwapAdd	44.5	31.9594
ChangeChange2SwapAdd	69.0	30.8045
ChangeChange2SwapAdd	67.2	30.2266
ChangeChange2SwapAdd	47.6	31.1598
ChangeChange2SwapAdd	38.7	31.1636
ChangeChange2SwapAdd	60.2	31.2769
ChangeChange2SwapAdd	71.2	30.9763
ChangeChange2SwapAdd	69.1	36.6297
ChangeChange2SwapAdd	54.8	30.8759
ChangeChange2SwapAdd	54.699999999999996	35.3226
ChangeChange2SwapAdd	60.3	30.1503
