sol_ini	beneficio	tiempo
Normal	90.0	7.2282
Normal	68.0	9.7008
Normal	93.0	9.9819
Normal	80.0	10.4019
Normal	75.0	8.1813
Normal	74.0	8.0671
Normal	86.0	7.9085
Normal	92.0	12.7134
Normal	69.0	12.3104
Normal	94.0	5.9174
Normal	73.0	7.7598
Normal	110.0	7.9905
Normal	73.0	5.6032
Normal	106.0	7.8041
Normal	63.0	5.3016
Normal	98.0	5.6975
Normal	90.0	10.3309
Normal	76.0	9.0566
Normal	101.0	6.9794
Normal	111.0	9.0736
Normal	91.0	10.3054
Normal	86.0	6.1173
Normal	108.0	13.2871
Normal	90.0	5.8061
Normal	72.0	8.0275
Normal	78.0	7.7234
Normal	75.0	7.1925
Normal	94.0	7.3312
Normal	100.0	12.3641
Normal	101.0	7.4054
Normal	76.0	8.5601
Normal	86.0	10.6946
Normal	86.0	7.1438
Normal	83.0	7.2576
Normal	71.0	9.1969
Normal	66.0	7.61
Normal	92.0	5.5874
Normal	102.0	9.7834
Normal	73.0	8.1573
Normal	71.0	7.3664
Normal	88.0	9.7233
Normal	80.0	7.8552
Normal	85.0	6.2491
Normal	82.0	8.4584
Normal	87.0	7.905
Normal	100.0	8.5858
Normal	80.0	10.4754
Normal	94.0	8.125
Normal	78.0	7.9869
Normal	85.0	7.3332
Normal	76.0	11.0273
Normal	67.0	6.2327
Normal	92.0	9.0882
Normal	87.0	3.6493
Normal	96.0	5.7156
Normal	70.0	9.0613
Normal	96.0	10.4335
Normal	99.0	5.7879
Normal	100.0	8.6297
Normal	98.0	5.4677
Normal	90.0	9.1452
Normal	83.0	12.4663
Normal	80.0	8.6959
Normal	67.0	8.2926
Normal	49.0	8.5422
Normal	92.0	8.167
Normal	91.0	7.49
Normal	72.0	6.2961
Normal	79.0	6.1405
Normal	106.0	6.2124
Normal	90.0	9.2068
Normal	64.0	10.3322
Normal	99.0	7.8347
Normal	88.0	7.9737
Normal	59.0	11.4436
Normal	78.0	5.6431
Normal	68.0	6.1193
Normal	91.0	10.5812
Normal	90.0	11.6171
Normal	78.0	11.1767
Normal	95.0	6.256
Normal	100.0	7.6376
Normal	88.0	14.4914
Normal	62.0	6.5434
Normal	77.0	8.4899
Normal	62.0	6.6986
Normal	100.0	10.2122
Normal	110.0	5.8775
Normal	90.0	6.228
Normal	93.0	7.1257
Normal	74.0	6.357
Normal	48.0	4.2699
Normal	89.0	8.6703
Normal	60.0	3.9427
Normal	67.0	9.031
Normal	63.0	7.6637
Normal	103.0	8.4256
Normal	83.0	8.8753
Normal	94.0	12.6667
Normal	88.0	7.1171
Normal	86.0	8.6914
Normal	73.0	10.6055
Normal	87.0	9.7881
Normal	66.0	8.2408
Normal	81.0	6.0131
Normal	91.0	5.9957
Normal	88.0	10.2826
Normal	87.0	6.405
Normal	42.0	4.0255
Normal	89.0	6.1036
Normal	69.0	8.3258
Normal	71.0	9.9009
Normal	82.0	12.216
Normal	105.0	6.035
Normal	72.0	7.6305
Normal	74.0	7.5746
Normal	81.0	7.8903
Normal	95.0	5.7489
Normal	64.0	9.1291
Normal	113.0	6.0774
Normal	94.0	10.2247
Normal	96.0	5.5192
Normal	77.0	8.2984
Normal	82.0	9.8749
Normal	99.0	8.3952
Normal	99.0	13.6981
Normal	73.0	12.2368
Normal	77.0	9.5862
Normal	76.0	11.9541
Normal	81.0	9.0506
Normal	88.0	10.4289
Normal	76.0	7.2059
Normal	97.0	11.6525
Normal	66.0	7.3091
Normal	105.0	9.8461
Normal	60.0	14.5611
Normal	112.0	9.0748
Normal	84.0	9.5917
Normal	94.0	11.3046
Normal	82.0	6.9741
Normal	94.0	14.7313
Normal	99.0	10.3365
Normal	86.0	9.9931
Normal	65.0	11.7428
Normal	66.0	6.0782
Normal	86.0	8.3592
Normal	85.0	10.6853
Normal	115.0	9.8093
Normal	85.0	8.1243
Normal	79.0	7.8589
Normal	100.0	8.1746
Normal	80.0	11.8117
Normal	39.0	8.254
Normal	61.0	6.4841
Normal	81.0	11.2517
Normal	66.0	13.4716
Normal	84.0	9.3782
Normal	71.0	6.1685
Normal	66.0	9.8799
Normal	83.0	8.8026
Normal	79.0	8.4582
Normal	82.0	12.3862
Normal	86.0	13.2905
Normal	85.0	10.1717
Normal	90.0	9.2788
Normal	98.0	6.0685
Normal	102.0	5.8321
Normal	94.0	8.3937
Normal	48.0	6.3546
Normal	92.0	14.9444
Normal	87.0	8.1019
Normal	84.0	5.8284
Normal	102.0	15.1433
Normal	111.0	7.6462
Normal	71.0	8.1799
Normal	72.0	7.7481
Normal	80.0	7.4016
Normal	68.0	7.8684
Normal	94.0	5.8378
Normal	76.0	5.8408
Normal	104.0	11.9666
Normal	62.0	7.9232
Normal	46.0	10.3096
Normal	85.0	7.9872
Normal	96.0	11.8154
Normal	104.0	9.5678
Normal	63.0	10.9372
Normal	94.0	7.9383
Normal	79.0	7.8857
Normal	80.0	6.787
Normal	66.0	8.0139
Normal	106.0	6.4336
Normal	104.0	7.7216
Normal	95.0	7.9991
Normal	57.0	8.5516
Normal	89.0	8.2736
Normal	101.0	8.7297
Normal	100.0	10.3033
Normal	75.0	9.997
Normal	77.0	5.4808
Normal	85.0	11.2106
Normal	92.0	7.7952
Normal	86.0	3.671
Normal	85.0	8.1923
Normal	63.0	9.5119
Normal	61.0	5.6235
Normal	105.0	7.2637
Normal	43.0	6.1715
Normal	100.0	8.3011
Normal	92.0	7.5957
Normal	91.0	11.1482
Normal	73.0	7.5029
Normal	68.0	7.4652
Normal	79.0	8.9325
Normal	73.0	9.1871
Normal	88.0	9.6439
Normal	81.0	5.5787
Normal	92.0	5.3798
Normal	89.0	10.5823
Normal	65.0	9.7226
Normal	93.0	10.8542
Normal	101.0	9.8583
Normal	86.0	9.2783
Normal	108.0	10.5569
Normal	84.0	6.1921
Normal	74.0	8.326
Normal	74.0	7.8582
Normal	54.0	5.7846
Normal	97.0	10.3079
Normal	84.0	7.5565
Normal	101.0	7.7907
Normal	101.0	5.7217
Normal	58.0	9.087
Normal	79.0	5.6524
Normal	87.0	9.6117
Normal	87.0	8.5972
Normal	99.0	11.7584
Normal	61.0	6.3526
Normal	100.0	8.2139
Normal	71.0	11.4612
Normal	115.0	10.645
Normal	97.0	9.1158
Normal	91.0	10.4403
Normal	90.0	9.5184
Normal	102.0	5.476
Normal	95.0	7.7776
Normal	81.0	8.225
Normal	68.0	8.0057
Normal	75.0	6.431
Normal	41.0	8.6425
Normal	92.0	10.627
Normal	71.0	7.1047
Normal	75.0	10.0515
Normal	90.0	9.1987
Normal	72.0	6.1378
Normal	90.0	9.3161
Normal	64.0	7.9857
Normal	91.0	5.8719
Normal	92.0	10.2228
Normal	71.0	6.0228
Normal	93.0	7.4342
Normal	96.0	10.9994
Normal	72.0	5.4279
Normal	111.0	7.9246
Normal	105.0	7.4708
Normal	78.0	5.4782
Normal	89.0	5.6305
Normal	84.0	10.4262
Normal	99.0	5.9901
Normal	94.0	7.767
Normal	76.0	10.8909
Normal	79.0	4.836
Normal	76.0	7.9837
Normal	80.0	12.5159
Normal	72.0	8.3554
Normal	80.0	13.9066
Normal	82.0	5.7776
Normal	107.0	12.3532
Normal	43.0	15.2805
Normal	101.0	7.2305
Normal	90.0	5.2404
Normal	59.0	9.2858
Normal	103.0	11.1386
Normal	87.0	9.7618
Normal	95.0	7.7644
Normal	93.0	10.0367
Normal	89.0	6.4223
Normal	105.0	8.3563
Normal	84.0	12.7567
Normal	100.0	10.3756
Normal	86.0	7.5221
Normal	54.0	4.1969
Normal	70.0	8.3628
Normal	102.0	10.4713
Normal	54.0	10.4314
Normal	94.0	8.9377
Normal	97.0	6.7939
Normal	80.0	10.0621
Normal	85.0	9.582
Normal	101.0	7.686
Normal	72.0	8.2926
Normal	106.0	7.446
Normal	86.0	7.7161
Normal	75.0	10.0635
Normal	67.0	5.442
Normal	81.0	9.8814
Normal	65.0	9.268
